@relation spiel-weka.filters.unsupervised.attribute.Remove-R2_predicted

@attribute Verein numeric
@attribute Spieltag numeric
@attribute letzte3Tore numeric
@attribute letzte3GTore numeric
@attribute niederlagen5 numeric
@attribute siege5 numeric
@attribute draws5 numeric
@attribute predictedreal_outcome {Sieg,Unentschieden,Niederlage}
@attribute real_outcome {Sieg,Unentschieden,Niederlage}

@data
28,32,4,8,3,2,0,Unentschieden,Sieg
4,19,5,0,1,3,1,Sieg,Sieg
1,16,12,0,0,5,0,Sieg,Sieg
49,26,4,5,3,2,0,Unentschieden,Sieg
5,30,6,4,1,2,2,Sieg,Sieg
18,17,1,8,4,0,1,Unentschieden,Sieg
39,34,6,1,0,4,1,Sieg,Sieg
8,32,2,3,3,0,2,Unentschieden,Sieg
10,19,2,7,2,1,2,Unentschieden,Sieg
51,34,1,7,3,0,2,Unentschieden,Sieg
53,10,3,3,0,1,4,Unentschieden,Sieg
15,15,3,6,3,1,1,Unentschieden,Sieg
24,9,5,5,1,2,2,Sieg,Sieg
23,12,6,0,1,3,1,Sieg,Sieg
41,19,4,2,0,4,1,Sieg,Sieg
33,30,2,4,2,2,1,Unentschieden,Sieg
28,31,2,8,4,1,0,Unentschieden,Sieg
25,15,8,1,0,3,2,Sieg,Sieg
54,5,7,2,0,2,2,Sieg,Sieg
6,21,4,4,1,3,1,Sieg,Sieg
2,21,9,4,1,2,2,Sieg,Sieg
27,30,4,4,1,3,1,Unentschieden,Sieg
39,23,5,1,0,3,2,Sieg,Sieg
30,14,3,3,2,2,1,Unentschieden,Sieg
42,29,1,4,2,1,2,Unentschieden,Sieg
24,15,4,4,2,2,1,Unentschieden,Sieg
28,24,2,4,1,0,4,Unentschieden,Sieg
6,30,4,5,3,2,0,Unentschieden,Sieg
49,7,1,8,4,1,0,Unentschieden,Sieg
23,6,6,3,1,2,2,Sieg,Sieg
45,6,3,3,4,1,0,Unentschieden,Sieg
45,11,4,3,1,3,1,Unentschieden,Sieg
38,7,4,3,1,2,2,Unentschieden,Sieg
14,27,3,9,4,1,0,Unentschieden,Sieg
50,34,4,4,2,2,1,Unentschieden,Sieg
33,25,1,6,3,1,1,Unentschieden,Sieg
25,4,5,3,1,2,0,Unentschieden,Sieg
11,4,4,4,1,2,0,Sieg,Sieg
44,6,4,3,1,2,2,Unentschieden,Sieg
4,24,3,6,1,3,1,Sieg,Sieg
35,18,3,4,3,1,1,Unentschieden,Sieg
51,6,5,8,2,1,2,Unentschieden,Sieg
52,7,3,5,3,0,2,Unentschieden,Sieg
4,11,8,6,2,2,1,Sieg,Sieg
10,30,7,5,1,2,2,Sieg,Sieg
47,30,3,8,4,0,1,Unentschieden,Sieg
4,28,5,2,1,3,1,Sieg,Sieg
25,20,2,3,3,2,0,Unentschieden,Sieg
52,17,2,2,2,2,1,Unentschieden,Sieg
43,24,4,2,1,3,1,Unentschieden,Sieg
32,32,3,8,5,0,0,Unentschieden,Sieg
6,13,4,2,2,2,1,Sieg,Sieg
15,25,4,6,4,0,1,Unentschieden,Unentschieden
45,31,5,2,1,2,2,Sieg,Unentschieden
39,31,3,0,0,4,1,Sieg,Unentschieden
14,8,5,5,2,0,3,Unentschieden,Unentschieden
30,24,5,1,1,2,2,Sieg,Unentschieden
3,16,5,0,1,4,0,Sieg,Unentschieden
52,36,3,5,3,0,2,Unentschieden,Unentschieden
6,8,2,8,4,1,0,Unentschieden,Unentschieden
18,15,0,3,3,1,1,Unentschieden,Unentschieden
21,26,6,6,1,3,1,Sieg,Unentschieden
19,15,5,1,1,3,1,Sieg,Unentschieden
19,25,5,4,1,2,2,Sieg,Unentschieden
14,26,1,7,3,2,0,Unentschieden,Unentschieden
10,9,6,7,2,1,2,Sieg,Unentschieden
52,15,2,2,1,4,0,Unentschieden,Unentschieden
15,9,6,2,0,3,2,Sieg,Unentschieden
16,15,7,7,2,2,1,Sieg,Unentschieden
33,24,2,4,2,1,2,Unentschieden,Unentschieden
40,30,3,3,2,2,1,Unentschieden,Unentschieden
49,28,5,3,3,2,0,Unentschieden,Unentschieden
14,11,2,7,1,0,4,Unentschieden,Unentschieden
42,27,3,3,2,2,1,Unentschieden,Unentschieden
39,16,5,3,2,3,0,Unentschieden,Unentschieden
14,6,1,4,2,0,3,Unentschieden,Unentschieden
36,22,2,4,4,0,1,Unentschieden,Unentschieden
41,5,7,3,0,3,1,Sieg,Unentschieden
44,33,6,0,1,3,1,Sieg,Unentschieden
54,8,6,4,1,3,1,Sieg,Unentschieden
22,6,4,3,1,2,2,Sieg,Unentschieden
14,4,4,6,1,0,2,Unentschieden,Unentschieden
41,23,4,6,1,3,1,Unentschieden,Unentschieden
41,16,4,4,2,2,1,Unentschieden,Unentschieden
34,4,3,5,1,0,2,Unentschieden,Unentschieden
7,16,5,1,0,5,0,Sieg,Unentschieden
23,32,5,8,4,1,0,Unentschieden,Unentschieden
56,31,2,3,3,1,1,Unentschieden,Unentschieden
56,33,2,4,3,1,1,Unentschieden,Unentschieden
13,13,4,8,2,1,2,Unentschieden,Unentschieden
10,16,6,7,3,1,1,Unentschieden,Unentschieden
53,23,2,3,1,2,2,Unentschieden,Unentschieden
36,20,2,6,5,0,0,Unentschieden,Unentschieden
4,22,6,2,0,4,1,Sieg,Unentschieden
48,28,4,5,2,1,2,Unentschieden,Unentschieden
13,29,4,7,2,2,1,Unentschieden,Unentschieden
45,30,8,3,1,3,1,Sieg,Unentschieden
42,33,4,2,1,3,1,Sieg,Unentschieden
52,21,0,8,4,1,0,Unentschieden,Unentschieden
6,5,5,5,1,3,0,Sieg,Unentschieden
23,26,3,4,1,1,3,Unentschieden,Unentschieden
44,27,3,4,1,2,2,Unentschieden,Unentschieden
39,22,6,0,1,3,1,Sieg,Unentschieden
8,31,2,5,4,0,1,Unentschieden,Unentschieden
21,9,5,6,1,2,2,Sieg,Unentschieden
18,19,2,4,3,1,1,Unentschieden,Unentschieden
9,26,4,4,2,2,1,Sieg,Unentschieden
31,26,4,5,1,2,2,Unentschieden,Unentschieden
30,9,2,6,3,1,1,Unentschieden,Unentschieden
45,36,5,7,2,1,2,Unentschieden,Unentschieden
10,32,4,4,1,2,2,Sieg,Unentschieden
53,8,4,2,1,2,2,Unentschieden,Unentschieden
44,38,3,5,2,1,2,Unentschieden,Unentschieden
22,14,7,4,2,2,1,Sieg,Unentschieden
20,6,4,2,0,4,1,Sieg,Unentschieden
9,25,7,4,1,3,1,Sieg,Unentschieden
50,27,2,4,2,1,2,Unentschieden,Unentschieden
26,25,3,5,1,2,2,Unentschieden,Unentschieden
47,31,3,5,3,1,1,Unentschieden,Unentschieden
13,20,2,3,3,1,1,Unentschieden,Unentschieden
22,20,5,3,0,3,2,Sieg,Unentschieden
38,30,5,0,0,5,0,Sieg,Unentschieden
31,23,6,4,1,2,2,Sieg,Unentschieden
42,38,5,2,3,2,0,Unentschieden,Unentschieden
36,31,1,4,3,1,1,Unentschieden,Unentschieden
55,16,7,6,1,1,3,Unentschieden,Unentschieden
7,5,9,5,2,2,0,Sieg,Niederlage
31,30,5,4,1,2,2,Unentschieden,Niederlage
17,5,5,6,2,0,2,Unentschieden,Niederlage
24,27,2,1,1,3,1,Sieg,Niederlage
40,15,2,2,2,2,1,Unentschieden,Niederlage
42,28,1,2,1,2,2,Unentschieden,Niederlage
17,16,1,4,3,2,0,Unentschieden,Niederlage
14,28,5,7,4,1,0,Unentschieden,Niederlage
23,31,5,5,3,1,1,Unentschieden,Niederlage
27,14,2,0,1,2,2,Sieg,Niederlage
9,8,5,5,1,3,1,Sieg,Niederlage
52,29,3,2,2,2,1,Unentschieden,Niederlage
55,8,3,6,3,1,1,Unentschieden,Niederlage
23,29,4,3,1,1,3,Unentschieden,Niederlage
23,33,4,6,3,1,1,Unentschieden,Niederlage
24,13,5,4,1,2,2,Sieg,Niederlage
52,9,4,2,1,2,2,Unentschieden,Niederlage
52,32,0,6,3,1,1,Unentschieden,Niederlage
26,19,5,5,3,1,1,Unentschieden,Niederlage
50,30,5,2,0,3,2,Sieg,Niederlage
6,11,5,6,3,1,1,Unentschieden,Niederlage
31,10,4,5,3,2,0,Unentschieden,Niederlage
41,13,0,8,3,0,2,Unentschieden,Niederlage
27,10,3,2,1,3,1,Sieg,Niederlage
47,7,7,6,2,2,1,Unentschieden,Niederlage
34,18,4,6,1,2,2,Unentschieden,Niederlage
14,12,2,5,2,0,3,Unentschieden,Niederlage
51,18,6,4,1,2,2,Unentschieden,Niederlage
17,19,5,5,3,2,0,Unentschieden,Niederlage
53,33,3,4,1,3,1,Unentschieden,Niederlage
56,26,3,3,2,2,1,Unentschieden,Niederlage
44,34,5,0,0,3,2,Sieg,Niederlage
21,6,5,4,2,1,2,Unentschieden,Niederlage
45,32,5,2,0,2,3,Sieg,Niederlage
17,7,3,4,2,0,3,Unentschieden,Niederlage
43,14,5,1,2,3,0,Unentschieden,Niederlage
49,15,7,5,2,2,1,Unentschieden,Niederlage
25,21,4,3,3,2,0,Unentschieden,Niederlage
18,22,5,7,2,2,1,Unentschieden,Niederlage
27,24,1,3,2,2,1,Unentschieden,Niederlage
29,4,3,3,1,1,1,Unentschieden,Niederlage
39,37,3,2,1,4,0,Sieg,Sieg
54,38,1,2,2,1,2,Unentschieden,Sieg
44,16,5,5,1,1,3,Unentschieden,Sieg
11,33,5,3,2,2,1,Sieg,Sieg
9,22,7,3,1,2,2,Sieg,Sieg
45,17,2,4,3,1,1,Unentschieden,Sieg
8,15,3,3,3,1,1,Unentschieden,Sieg
39,10,6,2,1,2,2,Sieg,Sieg
27,20,2,3,1,3,1,Sieg,Sieg
9,20,6,4,0,3,2,Sieg,Sieg
1,33,7,5,2,2,1,Sieg,Sieg
55,17,6,5,0,1,4,Unentschieden,Sieg
40,12,8,6,2,2,1,Sieg,Sieg
41,20,6,2,0,4,1,Sieg,Sieg
31,5,2,3,2,2,0,Unentschieden,Sieg
15,7,8,3,2,2,1,Sieg,Sieg
18,29,5,5,1,1,3,Sieg,Sieg
2,23,9,4,1,3,1,Sieg,Sieg
51,12,6,7,1,2,2,Unentschieden,Sieg
38,29,6,0,0,5,0,Sieg,Sieg
1,24,13,1,0,5,0,Sieg,Sieg
21,32,5,5,1,3,1,Sieg,Sieg
55,27,3,6,4,1,0,Unentschieden,Sieg
38,21,5,3,1,3,1,Sieg,Sieg
53,14,1,7,3,1,1,Unentschieden,Sieg
17,25,2,5,3,0,2,Unentschieden,Sieg
55,34,2,3,4,1,0,Unentschieden,Sieg
22,12,3,7,3,1,1,Unentschieden,Sieg
31,21,2,3,2,0,3,Unentschieden,Sieg
38,13,6,5,2,2,1,Unentschieden,Sieg
5,9,2,4,3,2,0,Unentschieden,Sieg
7,15,6,1,0,5,0,Sieg,Sieg
49,12,3,5,1,2,2,Unentschieden,Sieg
8,20,3,5,2,3,0,Unentschieden,Sieg
44,30,1,2,2,1,2,Unentschieden,Sieg
3,15,9,3,1,4,0,Sieg,Sieg
1,27,10,2,0,5,0,Sieg,Sieg
15,26,4,5,3,0,2,Unentschieden,Sieg
10,27,5,10,2,2,1,Unentschieden,Sieg
7,8,7,5,2,2,1,Sieg,Sieg
55,31,0,4,4,1,0,Unentschieden,Sieg
42,24,2,3,3,2,0,Unentschieden,Sieg
43,28,6,5,0,3,2,Sieg,Sieg
45,37,2,5,2,1,2,Unentschieden,Sieg
6,25,2,1,1,2,2,Sieg,Sieg
43,20,4,4,2,2,1,Unentschieden,Sieg
39,20,4,5,3,1,1,Unentschieden,Sieg
40,37,3,4,2,2,1,Unentschieden,Sieg
50,17,3,8,2,2,1,Unentschieden,Sieg
38,25,3,3,2,2,1,Unentschieden,Sieg
11,6,6,4,2,3,0,Sieg,Sieg
5,31,7,4,1,3,1,Sieg,Sieg
45,33,2,5,1,1,3,Unentschieden,Sieg
38,15,5,3,2,2,1,Unentschieden,Sieg
20,19,5,5,2,3,0,Unentschieden,Sieg
38,27,5,0,2,3,0,Unentschieden,Sieg
37,33,4,2,1,2,2,Unentschieden,Sieg
18,11,4,5,4,1,0,Unentschieden,Sieg
40,28,4,2,1,2,2,Unentschieden,Sieg
25,31,6,5,0,2,3,Sieg,Sieg
20,8,1,3,1,2,2,Sieg,Sieg
26,33,4,3,1,2,2,Sieg,Sieg
15,31,5,4,2,2,1,Unentschieden,Sieg
29,14,3,8,2,2,1,Unentschieden,Sieg
36,4,6,3,1,1,1,Sieg,Sieg
21,7,6,7,2,1,2,Unentschieden,Sieg
35,7,9,8,1,2,2,Sieg,Sieg
54,35,4,7,2,2,1,Unentschieden,Unentschieden
13,8,5,6,3,1,1,Unentschieden,Unentschieden
53,12,3,3,1,1,3,Unentschieden,Unentschieden
47,32,5,6,3,1,1,Unentschieden,Unentschieden
17,12,3,3,2,1,2,Unentschieden,Unentschieden
33,29,1,4,3,2,0,Unentschieden,Unentschieden
12,32,4,5,3,2,0,Unentschieden,Unentschieden
19,5,4,2,0,1,3,Sieg,Unentschieden
13,22,3,9,2,1,2,Unentschieden,Unentschieden
2,17,5,4,3,1,1,Sieg,Unentschieden
50,32,5,3,1,3,1,Unentschieden,Unentschieden
20,31,4,3,0,2,3,Sieg,Unentschieden
40,5,4,2,1,3,0,Unentschieden,Unentschieden
12,17,2,4,3,1,1,Unentschieden,Unentschieden
14,9,4,9,2,0,3,Unentschieden,Unentschieden
30,20,3,3,2,2,1,Unentschieden,Unentschieden
24,8,6,5,2,2,1,Sieg,Unentschieden
55,7,1,5,3,1,1,Unentschieden,Unentschieden
26,12,3,3,2,2,1,Unentschieden,Unentschieden
5,13,7,2,1,4,0,Sieg,Unentschieden
23,14,1,4,1,3,1,Sieg,Unentschieden
46,26,3,6,3,0,2,Unentschieden,Unentschieden
37,31,1,2,1,2,2,Unentschieden,Unentschieden
17,23,3,9,3,1,1,Unentschieden,Unentschieden
42,11,3,4,2,2,1,Unentschieden,Unentschieden
51,32,1,4,4,0,1,Unentschieden,Unentschieden
54,9,4,6,2,3,0,Unentschieden,Unentschieden
16,18,3,7,3,1,1,Unentschieden,Unentschieden
44,7,5,3,0,3,2,Sieg,Unentschieden
19,20,8,3,1,4,0,Sieg,Unentschieden
12,15,3,6,4,0,1,Unentschieden,Unentschieden
35,20,7,6,2,2,1,Unentschieden,Unentschieden
36,18,2,7,5,0,0,Unentschieden,Unentschieden
51,20,1,9,3,1,1,Unentschieden,Unentschieden
54,13,2,4,3,0,2,Unentschieden,Unentschieden
47,36,6,2,1,2,2,Sieg,Unentschieden
5,14,5,3,0,4,1,Sieg,Unentschieden
5,25,6,13,2,3,0,Unentschieden,Unentschieden
17,9,2,7,2,0,3,Unentschieden,Unentschieden
10,11,7,5,2,1,2,Sieg,Unentschieden
41,8,4,5,2,3,0,Unentschieden,Unentschieden
37,12,5,3,0,4,1,Sieg,Unentschieden
17,15,2,4,3,2,0,Unentschieden,Unentschieden
46,22,3,3,3,2,0,Unentschieden,Unentschieden
3,23,3,5,3,2,0,Unentschieden,Unentschieden
47,38,1,1,0,2,3,Sieg,Unentschieden
30,30,3,0,1,1,3,Sieg,Unentschieden
3,28,6,6,3,1,1,Unentschieden,Unentschieden
54,30,4,1,2,1,2,Unentschieden,Unentschieden
31,20,0,3,2,1,2,Unentschieden,Unentschieden
23,5,6,3,1,2,1,Sieg,Unentschieden
38,4,5,3,0,2,1,Sieg,Unentschieden
31,17,5,2,2,1,2,Unentschieden,Unentschieden
41,36,6,8,3,1,1,Unentschieden,Unentschieden
3,24,2,6,3,2,0,Unentschieden,Unentschieden
37,14,4,5,1,3,1,Unentschieden,Unentschieden
33,4,3,3,1,1,1,Unentschieden,Unentschieden
16,11,11,3,1,2,2,Sieg,Unentschieden
7,30,5,2,1,4,0,Sieg,Unentschieden
39,18,1,6,4,1,0,Unentschieden,Unentschieden
34,8,3,4,3,0,2,Unentschieden,Unentschieden
48,12,4,5,1,3,1,Unentschieden,Unentschieden
43,30,4,6,1,2,2,Unentschieden,Unentschieden
36,21,1,5,5,0,0,Unentschieden,Unentschieden
1,4,6,1,0,3,0,Sieg,Unentschieden
47,26,6,3,1,3,1,Sieg,Unentschieden
37,28,6,4,0,3,2,Sieg,Unentschieden
18,18,2,6,4,1,0,Unentschieden,Unentschieden
23,8,5,3,0,4,1,Sieg,Unentschieden
50,15,8,4,2,2,1,Sieg,Unentschieden
11,32,5,6,3,2,0,Unentschieden,Unentschieden
19,8,8,1,0,3,2,Sieg,Unentschieden
40,38,1,4,2,2,1,Unentschieden,Unentschieden
34,11,4,6,1,1,3,Unentschieden,Unentschieden
38,23,2,2,1,3,1,Unentschieden,Niederlage
22,9,3,2,2,1,2,Unentschieden,Niederlage
16,32,4,6,3,1,1,Unentschieden,Niederlage
10,17,8,7,2,1,2,Sieg,Niederlage
25,23,3,4,3,2,0,Unentschieden,Niederlage
43,19,4,2,2,2,1,Unentschieden,Niederlage
5,5,6,2,2,2,0,Sieg,Niederlage
5,7,5,4,2,3,0,Sieg,Niederlage
10,4,10,6,0,1,2,Sieg,Niederlage
26,4,1,2,1,1,1,Sieg,Niederlage
40,25,6,3,1,2,2,Sieg,Niederlage
49,27,6,2,3,2,0,Unentschieden,Niederlage
5,19,6,6,1,2,2,Sieg,Niederlage
56,24,4,5,1,2,2,Unentschieden,Niederlage
18,30,7,2,1,2,2,Sieg,Niederlage
46,5,7,4,0,2,2,Sieg,Niederlage
43,37,4,2,0,2,3,Sieg,Niederlage
32,22,7,5,1,2,2,Sieg,Niederlage
56,32,3,3,2,1,2,Unentschieden,Niederlage
11,11,2,6,3,1,1,Unentschieden,Niederlage
14,14,2,7,2,0,3,Unentschieden,Niederlage
26,30,3,2,1,1,3,Unentschieden,Niederlage
8,18,7,3,1,3,1,Sieg,Niederlage
51,27,3,6,3,1,1,Unentschieden,Niederlage
52,20,3,8,3,1,1,Unentschieden,Niederlage
46,34,5,5,2,2,1,Unentschieden,Niederlage
35,9,8,3,1,3,1,Sieg,Niederlage
51,23,2,5,3,1,1,Unentschieden,Niederlage
49,13,5,4,1,2,2,Unentschieden,Niederlage
11,9,3,4,2,2,1,Sieg,Niederlage
42,34,2,2,1,3,1,Unentschieden,Niederlage
28,30,2,5,3,1,1,Unentschieden,Niederlage
47,29,3,5,3,1,1,Unentschieden,Niederlage
12,30,4,2,2,3,0,Sieg,Niederlage
5,29,6,3,1,2,2,Sieg,Niederlage
43,10,5,5,3,1,1,Unentschieden,Niederlage
35,25,1,4,3,1,1,Unentschieden,Niederlage
38,8,6,3,1,3,1,Sieg,Niederlage
15,19,3,7,4,1,0,Unentschieden,Niederlage
6,29,4,5,2,2,1,Sieg,Niederlage
41,31,1,2,3,1,1,Unentschieden,Niederlage
11,30,2,8,4,1,0,Unentschieden,Sieg
48,4,2,5,2,0,1,Unentschieden,Sieg
7,6,7,7,3,2,0,Sieg,Sieg
23,9,6,6,1,3,1,Sieg,Sieg
55,14,3,4,1,0,4,Unentschieden,Sieg
30,15,4,1,1,3,1,Sieg,Sieg
1,18,12,2,0,5,0,Sieg,Sieg
46,31,5,5,1,1,3,Unentschieden,Sieg
5,15,4,3,0,3,2,Sieg,Sieg
6,18,4,3,1,2,2,Sieg,Sieg
24,5,2,3,1,1,2,Sieg,Sieg
25,9,2,3,2,1,2,Unentschieden,Sieg
9,32,1,2,3,1,1,Unentschieden,Sieg
12,16,4,7,4,0,1,Unentschieden,Sieg
6,10,4,9,4,0,1,Unentschieden,Sieg
51,36,4,7,3,1,1,Unentschieden,Sieg
46,16,3,5,3,2,0,Unentschieden,Sieg
51,9,6,3,1,3,1,Sieg,Sieg
9,16,3,0,1,3,1,Sieg,Sieg
48,36,3,5,2,2,1,Unentschieden,Sieg
28,14,2,5,3,0,2,Unentschieden,Sieg
22,19,5,3,0,2,3,Sieg,Sieg
1,25,15,2,0,5,0,Sieg,Sieg
14,22,4,3,1,3,1,Sieg,Sieg
33,6,2,4,2,1,2,Unentschieden,Sieg
43,34,3,2,1,1,3,Unentschieden,Sieg
35,24,0,8,4,0,1,Unentschieden,Sieg
1,20,9,1,0,5,0,Sieg,Sieg
2,24,7,3,1,4,0,Sieg,Sieg
13,11,1,4,1,1,3,Sieg,Sieg
45,5,1,6,4,0,0,Unentschieden,Sieg
25,24,1,4,3,2,0,Unentschieden,Sieg
38,38,7,1,0,4,1,Sieg,Sieg
53,36,5,3,3,2,0,Unentschieden,Sieg
2,7,9,4,0,4,1,Sieg,Sieg
41,15,2,3,3,1,1,Unentschieden,Sieg
7,26,4,4,1,1,3,Sieg,Sieg
31,31,4,5,2,2,1,Unentschieden,Sieg
31,15,3,8,3,1,1,Unentschieden,Sieg
20,14,8,7,3,2,0,Sieg,Sieg
5,22,6,3,2,2,1,Sieg,Sieg
53,21,3,1,1,1,3,Unentschieden,Sieg
29,34,9,2,0,4,1,Sieg,Sieg
2,33,9,4,0,4,1,Sieg,Sieg
2,26,5,2,2,3,0,Sieg,Sieg
15,12,5,10,1,1,3,Unentschieden,Sieg
3,34,8,3,1,3,1,Sieg,Sieg
2,5,5,2,0,4,0,Sieg,Sieg
45,29,4,5,1,2,2,Unentschieden,Sieg
13,31,3,5,3,1,1,Unentschieden,Sieg
2,10,6,2,1,3,1,Sieg,Sieg
46,20,3,2,2,3,0,Unentschieden,Sieg
52,10,2,2,2,2,1,Unentschieden,Sieg
7,11,6,2,1,3,1,Sieg,Sieg
56,29,3,5,3,1,1,Unentschieden,Sieg
24,22,2,5,2,2,1,Unentschieden,Sieg
3,14,6,4,1,4,0,Sieg,Sieg
20,30,6,3,0,1,4,Sieg,Sieg
41,35,7,10,4,0,1,Unentschieden,Sieg
32,24,5,7,2,2,1,Unentschieden,Sieg
32,34,5,4,3,1,1,Unentschieden,Sieg
13,23,2,6,2,0,3,Unentschieden,Sieg
12,5,3,3,3,1,0,Unentschieden,Sieg
42,35,1,5,2,2,1,Unentschieden,Sieg
1,22,11,0,0,5,0,Sieg,Sieg
36,26,3,2,2,2,1,Unentschieden,Sieg
49,14,4,7,2,2,1,Unentschieden,Sieg
43,7,3,5,2,0,3,Unentschieden,Unentschieden
55,9,3,8,4,0,1,Unentschieden,Unentschieden
22,33,5,4,0,2,3,Sieg,Unentschieden
49,18,1,5,3,1,1,Unentschieden,Unentschieden
24,16,5,4,1,3,1,Sieg,Unentschieden
7,22,2,5,3,0,2,Unentschieden,Unentschieden
54,37,1,5,3,1,1,Unentschieden,Unentschieden
6,24,3,0,1,3,1,Sieg,Unentschieden
40,21,3,3,2,3,0,Unentschieden,Unentschieden
15,17,5,8,3,2,0,Unentschieden,Unentschieden
15,18,6,7,4,1,0,Unentschieden,Unentschieden
38,22,4,2,1,3,1,Unentschieden,Unentschieden
4,7,3,4,3,2,0,Unentschieden,Unentschieden
43,32,1,4,1,1,3,Unentschieden,Unentschieden
41,37,3,5,3,1,1,Unentschieden,Unentschieden
28,28,4,4,1,2,2,Unentschieden,Unentschieden
5,32,8,4,1,4,0,Sieg,Unentschieden
1,28,7,2,0,5,0,Sieg,Unentschieden
27,21,2,0,1,3,1,Sieg,Unentschieden
51,30,3,7,4,0,1,Unentschieden,Unentschieden
54,10,3,6,2,2,1,Unentschieden,Unentschieden
29,19,4,3,2,3,0,Unentschieden,Unentschieden
36,7,8,5,1,2,2,Sieg,Unentschieden
35,22,4,10,2,1,2,Unentschieden,Unentschieden
46,21,2,2,2,3,0,Unentschieden,Unentschieden
13,15,7,10,3,1,1,Unentschieden,Unentschieden
53,37,6,2,2,3,0,Unentschieden,Unentschieden
44,29,0,3,2,1,2,Unentschieden,Unentschieden
43,6,2,4,3,0,2,Unentschieden,Unentschieden
13,25,3,0,1,2,2,Sieg,Unentschieden
40,22,3,3,2,3,0,Unentschieden,Unentschieden
25,28,2,1,1,2,2,Sieg,Unentschieden
14,5,2,5,2,0,2,Unentschieden,Unentschieden
52,13,6,1,1,4,0,Sieg,Unentschieden
24,28,2,3,2,2,1,Unentschieden,Unentschieden
9,21,9,4,0,3,2,Sieg,Unentschieden
51,24,3,8,3,1,1,Unentschieden,Unentschieden
12,13,2,7,3,0,2,Unentschieden,Unentschieden
8,29,1,8,4,0,1,Unentschieden,Unentschieden
29,21,6,5,2,2,1,Unentschieden,Unentschieden
40,16,2,4,3,1,1,Unentschieden,Unentschieden
37,11,5,1,0,5,0,Sieg,Unentschieden
27,23,2,3,2,2,1,Unentschieden,Unentschieden
18,33,0,6,3,1,1,Unentschieden,Unentschieden
32,5,5,2,2,2,0,Unentschieden,Unentschieden
56,36,0,2,3,0,2,Unentschieden,Unentschieden
24,30,5,7,1,2,2,Unentschieden,Unentschieden
33,17,4,2,1,3,1,Sieg,Unentschieden
10,29,9,6,2,2,1,Sieg,Unentschieden
32,33,5,7,4,1,0,Unentschieden,Unentschieden
24,10,5,3,1,3,1,Sieg,Unentschieden
45,18,4,3,2,2,1,Unentschieden,Unentschieden
43,22,5,3,2,3,0,Unentschieden,Unentschieden
56,20,3,5,2,2,1,Unentschieden,Unentschieden
28,18,5,2,1,4,0,Sieg,Unentschieden
46,37,4,7,4,1,0,Unentschieden,Unentschieden
38,11,5,5,3,2,0,Unentschieden,Unentschieden
48,14,4,2,1,2,2,Unentschieden,Unentschieden
47,10,4,7,2,3,0,Unentschieden,Unentschieden
28,25,6,2,1,1,3,Sieg,Unentschieden
35,17,2,4,4,1,0,Unentschieden,Unentschieden
12,22,3,9,2,2,1,Unentschieden,Unentschieden
46,27,3,6,2,0,3,Unentschieden,Unentschieden
41,38,2,2,3,1,1,Unentschieden,Unentschieden
50,6,4,7,1,1,3,Unentschieden,Unentschieden
29,20,6,4,3,2,0,Unentschieden,Unentschieden
44,20,5,5,2,2,1,Unentschieden,Unentschieden
32,18,5,5,4,1,0,Unentschieden,Unentschieden
26,17,3,4,2,2,1,Unentschieden,Unentschieden
28,13,1,2,2,1,2,Unentschieden,Unentschieden
27,29,3,1,1,3,1,Sieg,Unentschieden
25,22,4,3,3,2,0,Unentschieden,Unentschieden
53,26,0,6,3,1,1,Unentschieden,Unentschieden
15,6,8,4,3,2,0,Sieg,Unentschieden
43,8,4,7,2,0,3,Unentschieden,Niederlage
16,12,6,5,1,2,2,Sieg,Niederlage
52,38,2,2,1,0,4,Unentschieden,Niederlage
4,23,4,1,0,4,1,Sieg,Niederlage
39,13,8,0,0,4,1,Sieg,Niederlage
12,21,4,5,1,3,1,Sieg,Niederlage
51,38,9,4,2,3,0,Sieg,Niederlage
1,29,8,4,0,4,1,Sieg,Niederlage
4,15,9,4,1,3,1,Sieg,Niederlage
23,13,4,0,1,3,1,Sieg,Niederlage
42,20,4,6,1,1,3,Unentschieden,Niederlage
6,9,4,9,4,0,1,Unentschieden,Niederlage
11,29,2,8,3,1,1,Unentschieden,Niederlage
40,36,5,3,2,2,1,Unentschieden,Niederlage
55,6,2,2,3,1,1,Unentschieden,Niederlage
13,34,7,6,2,2,1,Sieg,Niederlage
56,14,4,3,1,2,2,Unentschieden,Niederlage
23,17,1,6,3,1,1,Unentschieden,Niederlage
47,27,4,4,1,2,2,Unentschieden,Niederlage
17,29,7,4,1,3,1,Sieg,Niederlage
44,26,5,3,0,2,3,Unentschieden,Niederlage
39,17,5,3,3,2,0,Unentschieden,Niederlage
46,14,5,5,3,2,0,Unentschieden,Niederlage
55,21,4,5,2,2,1,Unentschieden,Niederlage
35,19,7,3,2,2,1,Sieg,Niederlage
48,31,3,8,3,0,2,Unentschieden,Niederlage
33,23,2,2,2,1,2,Unentschieden,Niederlage
25,7,4,7,2,2,1,Unentschieden,Niederlage
8,4,9,3,0,2,1,Sieg,Niederlage
16,28,3,3,2,1,2,Unentschieden,Niederlage
24,24,4,3,2,2,1,Unentschieden,Niederlage
35,29,2,4,2,1,2,Unentschieden,Niederlage
53,13,2,6,2,1,2,Unentschieden,Niederlage
35,23,2,8,3,1,1,Unentschieden,Niederlage
