@relation spiel

@attribute Verein numeric
@attribute Name string
@attribute Spieltag numeric
@attribute letzte3Tore numeric
@attribute letzte3GTore numeric
@attribute niederlagen5 numeric
@attribute siege5 numeric
@attribute draws5 numeric
@attribute real_outcome {Sieg, Unentschieden, Niederlage}

@data
29,'Fortuna Düsseldorf',30,3,5,2,1,2,Sieg
29,'Fortuna Düsseldorf',29,1,4,2,0,3,Sieg
29,'Fortuna Düsseldorf',28,1,6,2,1,2,Unentschieden
29,'Fortuna Düsseldorf',27,1,3,1,1,3,Niederlage
29,'Fortuna Düsseldorf',26,3,3,1,1,3,Unentschieden
29,'Fortuna Düsseldorf',25,3,1,0,1,4,Unentschieden
29,'Fortuna Düsseldorf',24,3,1,1,1,3,Unentschieden
29,'Fortuna Düsseldorf',23,2,2,1,1,3,Sieg
29,'Fortuna Düsseldorf',22,4,5,1,2,2,Unentschieden
29,'Fortuna Düsseldorf',21,6,5,2,2,1,Unentschieden
29,'Fortuna Düsseldorf',20,6,4,3,2,0,Unentschieden
29,'Fortuna Düsseldorf',19,4,3,2,3,0,Unentschieden
29,'Fortuna Düsseldorf',18,1,5,3,2,0,Sieg
29,'Fortuna Düsseldorf',17,1,5,4,1,0,Sieg
29,'Fortuna Düsseldorf',16,1,4,3,2,0,Unentschieden
29,'Fortuna Düsseldorf',15,2,7,2,3,0,Niederlage
29,'Fortuna Düsseldorf',14,3,8,2,2,1,Sieg
29,'Fortuna Düsseldorf',13,5,8,1,2,2,Niederlage
29,'Fortuna Düsseldorf',12,4,2,0,2,3,Unentschieden
29,'Fortuna Düsseldorf',11,3,2,1,1,3,Sieg
29,'Fortuna Düsseldorf',10,2,2,1,1,3,Sieg
29,'Fortuna Düsseldorf',9,4,6,2,1,2,Unentschieden
29,'Fortuna Düsseldorf',8,4,5,3,1,1,Unentschieden
29,'Fortuna Düsseldorf',7,4,6,3,1,1,Unentschieden
29,'Fortuna Düsseldorf',6,3,4,2,2,1,Niederlage
29,'Fortuna Düsseldorf',5,3,5,2,1,1,Sieg
29,'Fortuna Düsseldorf',4,3,3,1,1,1,Niederlage
30,'FC Ingolstadt 04',34,3,1,1,1,3,Sieg
30,'FC Ingolstadt 04',33,2,3,1,0,4,Sieg
30,'FC Ingolstadt 04',32,1,2,1,1,3,Unentschieden
30,'FC Ingolstadt 04',31,1,2,1,1,3,Unentschieden
30,'FC Ingolstadt 04',30,3,0,1,1,3,Unentschieden
30,'FC Ingolstadt 04',29,3,0,1,1,3,Unentschieden
30,'FC Ingolstadt 04',28,3,1,1,1,3,Unentschieden
30,'FC Ingolstadt 04',27,1,2,1,1,3,Sieg
30,'FC Ingolstadt 04',26,2,3,1,2,2,Unentschieden
30,'FC Ingolstadt 04',25,4,2,0,2,3,Unentschieden
30,'FC Ingolstadt 04',24,5,1,1,2,2,Unentschieden
30,'FC Ingolstadt 04',23,5,1,1,2,2,Unentschieden
30,'FC Ingolstadt 04',22,4,3,1,2,2,Sieg
30,'FC Ingolstadt 04',21,2,3,2,1,2,Sieg
30,'FC Ingolstadt 04',20,3,3,2,2,1,Unentschieden
30,'FC Ingolstadt 04',19,2,3,1,3,1,Unentschieden
30,'FC Ingolstadt 04',18,3,3,1,3,1,Unentschieden
30,'FC Ingolstadt 04',17,3,2,1,3,1,Sieg
30,'FC Ingolstadt 04',16,4,1,1,3,1,Unentschieden
30,'FC Ingolstadt 04',15,4,1,1,3,1,Sieg
30,'FC Ingolstadt 04',14,3,3,2,2,1,Sieg
30,'FC Ingolstadt 04',13,3,2,3,2,0,Unentschieden
30,'FC Ingolstadt 04',12,3,4,4,1,0,Sieg
30,'FC Ingolstadt 04',11,3,6,3,1,1,Unentschieden
30,'FC Ingolstadt 04',10,2,7,3,1,1,Sieg
30,'FC Ingolstadt 04',9,2,6,3,1,1,Unentschieden
30,'FC Ingolstadt 04',8,4,4,3,1,1,Niederlage
30,'FC Ingolstadt 04',7,4,4,3,1,1,Unentschieden
30,'FC Ingolstadt 04',6,3,5,4,1,0,Unentschieden
30,'FC Ingolstadt 04',5,1,6,4,0,0,Sieg
30,'FC Ingolstadt 04',4,2,7,3,0,0,Niederlage
31,'FC Erzgebirge Aue',34,2,6,3,2,0,Unentschieden
31,'FC Erzgebirge Aue',33,3,6,3,2,0,Unentschieden
31,'FC Erzgebirge Aue',32,6,4,2,3,0,Niederlage
31,'FC Erzgebirge Aue',31,4,5,2,2,1,Sieg
31,'FC Erzgebirge Aue',30,5,4,1,2,2,Niederlage
31,'FC Erzgebirge Aue',29,3,3,2,1,2,Sieg
31,'FC Erzgebirge Aue',28,5,4,1,1,3,Niederlage
31,'FC Erzgebirge Aue',27,3,4,1,1,3,Sieg
31,'FC Erzgebirge Aue',26,4,5,1,2,2,Unentschieden
31,'FC Erzgebirge Aue',25,5,5,1,2,2,Unentschieden
31,'FC Erzgebirge Aue',24,6,4,1,2,2,Niederlage
31,'FC Erzgebirge Aue',23,6,4,1,2,2,Unentschieden
31,'FC Erzgebirge Aue',22,3,3,2,1,2,Sieg
31,'FC Erzgebirge Aue',21,2,3,2,0,3,Sieg
31,'FC Erzgebirge Aue',20,0,3,2,1,2,Unentschieden
31,'FC Erzgebirge Aue',19,1,3,1,1,3,Niederlage
31,'FC Erzgebirge Aue',18,4,3,2,1,2,Unentschieden
31,'FC Erzgebirge Aue',17,5,2,2,1,2,Unentschieden
31,'FC Erzgebirge Aue',16,6,7,2,2,1,Unentschieden
31,'FC Erzgebirge Aue',15,3,8,3,1,1,Sieg
31,'FC Erzgebirge Aue',14,4,8,3,2,0,Unentschieden
31,'FC Erzgebirge Aue',13,3,5,3,2,0,Unentschieden
31,'FC Erzgebirge Aue',12,6,4,3,2,0,Niederlage
31,'FC Erzgebirge Aue',11,5,6,4,1,0,Sieg
31,'FC Erzgebirge Aue',10,4,5,3,2,0,Niederlage
31,'FC Erzgebirge Aue',9,2,9,4,1,0,Sieg
31,'FC Erzgebirge Aue',8,3,7,4,1,0,Niederlage
31,'FC Erzgebirge Aue',7,4,7,3,2,0,Unentschieden
31,'FC Erzgebirge Aue',6,3,4,2,3,0,Niederlage
31,'FC Erzgebirge Aue',5,2,3,2,2,0,Sieg
31,'FC Erzgebirge Aue',4,3,2,1,2,0,Niederlage
32,'FSV Frankfurt',34,5,4,3,1,1,Sieg
32,'FSV Frankfurt',33,5,7,4,1,0,Unentschieden
32,'FSV Frankfurt',32,3,8,5,0,0,Sieg
32,'FSV Frankfurt',31,2,8,4,0,1,Niederlage
32,'FSV Frankfurt',30,3,7,3,1,1,Unentschieden
32,'FSV Frankfurt',29,2,5,2,2,1,Niederlage
32,'FSV Frankfurt',28,2,2,2,2,1,Unentschieden
32,'FSV Frankfurt',27,2,0,2,2,1,Niederlage
32,'FSV Frankfurt',26,4,3,2,3,0,Unentschieden
32,'FSV Frankfurt',25,3,5,2,3,0,Sieg
32,'FSV Frankfurt',24,5,7,2,2,1,Sieg
32,'FSV Frankfurt',23,5,5,1,2,2,Niederlage
32,'FSV Frankfurt',22,7,5,1,2,2,Niederlage
32,'FSV Frankfurt',21,7,6,2,1,2,Sieg
32,'FSV Frankfurt',20,5,7,2,1,2,Sieg
32,'FSV Frankfurt',19,4,7,3,1,1,Unentschieden
32,'FSV Frankfurt',18,5,5,4,1,0,Unentschieden
32,'FSV Frankfurt',17,5,7,3,1,1,Niederlage
32,'FSV Frankfurt',16,4,7,3,1,1,Unentschieden
32,'FSV Frankfurt',15,0,6,3,1,1,Sieg
32,'FSV Frankfurt',14,2,6,2,1,2,Unentschieden
32,'FSV Frankfurt',13,5,5,1,2,2,Niederlage
32,'FSV Frankfurt',12,5,5,2,2,1,Unentschieden
32,'FSV Frankfurt',11,7,2,1,2,2,Niederlage
32,'FSV Frankfurt',10,5,3,1,1,3,Sieg
32,'FSV Frankfurt',9,6,4,1,2,2,Unentschieden
32,'FSV Frankfurt',8,3,4,1,2,2,Sieg
32,'FSV Frankfurt',7,5,2,1,2,2,Niederlage
32,'FSV Frankfurt',6,5,1,2,2,1,Unentschieden
32,'FSV Frankfurt',5,5,2,2,2,0,Unentschieden
32,'FSV Frankfurt',4,2,3,2,1,0,Sieg
33,'VfL Bochum',34,2,9,3,1,1,Sieg
33,'VfL Bochum',33,4,8,2,2,1,Niederlage
33,'VfL Bochum',32,4,5,2,2,1,Unentschieden
33,'VfL Bochum',31,4,2,2,2,1,Niederlage
33,'VfL Bochum',30,2,4,2,2,1,Sieg
33,'VfL Bochum',29,1,4,3,2,0,Unentschieden
33,'VfL Bochum',28,2,4,4,1,0,Sieg
33,'VfL Bochum',27,2,3,3,1,1,Niederlage
33,'VfL Bochum',26,3,6,2,2,1,Unentschieden
33,'VfL Bochum',25,1,6,3,1,1,Sieg
33,'VfL Bochum',24,2,4,2,1,2,Unentschieden
33,'VfL Bochum',23,2,2,2,1,2,Niederlage
33,'VfL Bochum',22,2,2,2,1,2,Unentschieden
33,'VfL Bochum',21,1,6,3,0,2,Sieg
33,'VfL Bochum',20,0,4,2,1,2,Unentschieden
33,'VfL Bochum',19,1,6,2,2,1,Unentschieden
33,'VfL Bochum',18,3,2,1,3,1,Unentschieden
33,'VfL Bochum',17,4,2,1,3,1,Unentschieden
33,'VfL Bochum',16,4,0,1,3,1,Unentschieden
33,'VfL Bochum',15,2,0,2,2,1,Sieg
33,'VfL Bochum',14,2,2,3,1,1,Sieg
33,'VfL Bochum',13,1,3,4,0,1,Sieg
33,'VfL Bochum',12,1,4,4,1,0,Unentschieden
33,'VfL Bochum',11,1,4,3,2,0,Niederlage
33,'VfL Bochum',10,3,3,3,2,0,Unentschieden
33,'VfL Bochum',9,7,4,2,2,1,Niederlage
33,'VfL Bochum',8,6,3,2,2,1,Unentschieden
33,'VfL Bochum',7,6,5,2,1,2,Sieg
33,'VfL Bochum',6,2,4,2,1,2,Sieg
33,'VfL Bochum',5,3,4,1,1,2,Niederlage
33,'VfL Bochum',4,3,3,1,1,1,Unentschieden
34,'Dynamo Dresden',34,2,8,2,1,2,Unentschieden
34,'Dynamo Dresden',33,6,6,1,1,3,Niederlage
34,'Dynamo Dresden',32,4,4,1,1,3,Unentschieden
34,'Dynamo Dresden',31,4,2,0,1,4,Niederlage
34,'Dynamo Dresden',30,1,1,1,0,4,Sieg
34,'Dynamo Dresden',29,2,2,1,0,4,Unentschieden
34,'Dynamo Dresden',28,3,4,1,0,4,Unentschieden
34,'Dynamo Dresden',27,3,4,2,0,3,Unentschieden
34,'Dynamo Dresden',26,3,4,3,0,2,Unentschieden
34,'Dynamo Dresden',25,3,4,2,0,3,Niederlage
34,'Dynamo Dresden',24,4,6,2,0,3,Unentschieden
34,'Dynamo Dresden',23,3,5,3,0,2,Unentschieden
34,'Dynamo Dresden',22,2,3,2,0,3,Unentschieden
34,'Dynamo Dresden',21,1,3,1,1,3,Niederlage
34,'Dynamo Dresden',20,2,4,2,1,2,Unentschieden
34,'Dynamo Dresden',19,5,6,2,1,2,Unentschieden
34,'Dynamo Dresden',18,4,6,1,2,2,Niederlage
34,'Dynamo Dresden',17,4,6,1,3,1,Unentschieden
34,'Dynamo Dresden',16,4,5,1,2,2,Sieg
34,'Dynamo Dresden',15,5,2,0,3,2,Niederlage
34,'Dynamo Dresden',14,4,1,1,3,1,Unentschieden
34,'Dynamo Dresden',13,3,0,1,2,2,Sieg
34,'Dynamo Dresden',12,2,4,1,1,3,Sieg
34,'Dynamo Dresden',11,4,6,1,1,3,Unentschieden
34,'Dynamo Dresden',10,3,7,2,0,3,Sieg
34,'Dynamo Dresden',9,4,4,2,0,3,Niederlage
34,'Dynamo Dresden',8,3,4,3,0,2,Unentschieden
34,'Dynamo Dresden',7,2,6,3,0,2,Unentschieden
34,'Dynamo Dresden',6,2,8,3,0,2,Unentschieden
34,'Dynamo Dresden',5,2,7,2,0,2,Niederlage
34,'Dynamo Dresden',4,3,5,1,0,2,Unentschieden
35,'Arminia Bielefeld',34,5,3,2,1,2,Sieg
35,'Arminia Bielefeld',33,5,3,2,1,2,Unentschieden
35,'Arminia Bielefeld',32,1,4,2,0,3,Sieg
35,'Arminia Bielefeld',31,0,2,2,0,3,Niederlage
35,'Arminia Bielefeld',30,1,3,3,0,2,Unentschieden
35,'Arminia Bielefeld',29,2,4,2,1,2,Niederlage
35,'Arminia Bielefeld',28,2,5,3,1,1,Unentschieden
35,'Arminia Bielefeld',27,2,4,4,1,0,Unentschieden
35,'Arminia Bielefeld',26,1,3,4,1,0,Unentschieden
35,'Arminia Bielefeld',25,1,4,3,1,1,Niederlage
35,'Arminia Bielefeld',24,0,8,4,0,1,Sieg
35,'Arminia Bielefeld',23,2,8,3,1,1,Niederlage
35,'Arminia Bielefeld',22,4,10,2,1,2,Unentschieden
35,'Arminia Bielefeld',21,8,7,1,2,2,Niederlage
35,'Arminia Bielefeld',20,7,6,2,2,1,Unentschieden
35,'Arminia Bielefeld',19,7,3,2,2,1,Niederlage
35,'Arminia Bielefeld',18,3,4,3,1,1,Sieg
35,'Arminia Bielefeld',17,2,4,4,1,0,Unentschieden
35,'Arminia Bielefeld',16,1,6,5,0,0,Sieg
35,'Arminia Bielefeld',15,1,5,5,0,0,Unentschieden
35,'Arminia Bielefeld',14,1,7,5,0,0,Unentschieden
35,'Arminia Bielefeld',13,0,7,4,1,0,Niederlage
35,'Arminia Bielefeld',12,2,10,3,2,0,Unentschieden
35,'Arminia Bielefeld',11,4,8,2,3,0,Niederlage
35,'Arminia Bielefeld',10,6,5,2,3,0,Unentschieden
35,'Arminia Bielefeld',9,8,3,1,3,1,Niederlage
35,'Arminia Bielefeld',8,8,5,1,3,1,Sieg
35,'Arminia Bielefeld',7,9,8,1,2,2,Sieg
35,'Arminia Bielefeld',6,6,6,2,1,2,Sieg
35,'Arminia Bielefeld',5,5,4,1,1,2,Niederlage
35,'Arminia Bielefeld',4,2,3,1,1,1,Unentschieden
36,'FC Energie Cottbus',34,2,10,3,0,2,Niederlage
36,'FC Energie Cottbus',33,3,6,3,0,2,Unentschieden
36,'FC Energie Cottbus',32,2,3,3,0,2,Niederlage
36,'FC Energie Cottbus',31,1,4,3,1,1,Unentschieden
36,'FC Energie Cottbus',30,1,4,2,2,1,Niederlage
36,'FC Energie Cottbus',29,4,5,3,2,0,Unentschieden
36,'FC Energie Cottbus',28,5,3,2,3,0,Niederlage
36,'FC Energie Cottbus',27,5,3,2,3,0,Unentschieden
36,'FC Energie Cottbus',26,3,2,2,2,1,Sieg
36,'FC Energie Cottbus',25,4,5,3,1,1,Sieg
36,'FC Energie Cottbus',24,5,5,3,1,1,Niederlage
36,'FC Energie Cottbus',23,4,6,4,0,1,Sieg
36,'FC Energie Cottbus',22,2,4,4,0,1,Unentschieden
36,'FC Energie Cottbus',21,1,5,5,0,0,Unentschieden
36,'FC Energie Cottbus',20,2,6,5,0,0,Unentschieden
36,'FC Energie Cottbus',19,2,6,5,0,0,Niederlage
36,'FC Energie Cottbus',18,2,7,5,0,0,Unentschieden
36,'FC Energie Cottbus',17,1,8,5,0,0,Unentschieden
36,'FC Energie Cottbus',16,1,8,4,0,1,Niederlage
36,'FC Energie Cottbus',15,0,5,3,0,2,Unentschieden
36,'FC Energie Cottbus',14,0,2,2,1,2,Niederlage
36,'FC Energie Cottbus',13,0,1,2,1,2,Unentschieden
36,'FC Energie Cottbus',12,4,2,2,1,2,Niederlage
36,'FC Energie Cottbus',11,4,4,2,1,2,Unentschieden
36,'FC Energie Cottbus',10,4,8,3,1,1,Unentschieden
36,'FC Energie Cottbus',9,2,8,3,1,1,Sieg
36,'FC Energie Cottbus',8,3,8,2,1,2,Niederlage
36,'FC Energie Cottbus',7,8,5,1,2,2,Unentschieden
36,'FC Energie Cottbus',6,8,5,2,2,1,Unentschieden
36,'FC Energie Cottbus',5,11,3,1,2,1,Niederlage
36,'FC Energie Cottbus',4,6,3,1,1,1,Sieg
37,'1. FC Heidenheim 1846',38,1,3,2,2,1,Sieg
37,'1. FC Heidenheim 1846',37,4,2,1,3,1,Niederlage
37,'1. FC Heidenheim 1846',36,5,1,0,3,2,Unentschieden
37,'1. FC Heidenheim 1846',35,6,1,0,4,1,Unentschieden
37,'1. FC Heidenheim 1846',34,4,2,1,3,1,Sieg
37,'1. FC Heidenheim 1846',33,4,2,1,2,2,Sieg
37,'1. FC Heidenheim 1846',32,2,3,1,1,3,Sieg
37,'1. FC Heidenheim 1846',31,1,2,1,2,2,Unentschieden
37,'1. FC Heidenheim 1846',30,3,5,1,2,2,Sieg
37,'1. FC Heidenheim 1846',29,5,4,0,2,3,Niederlage
37,'1. FC Heidenheim 1846',28,6,4,0,3,2,Unentschieden
37,'1. FC Heidenheim 1846',27,4,2,0,4,1,Unentschieden
37,'1. FC Heidenheim 1846',26,5,1,0,3,2,Sieg
37,'1. FC Heidenheim 1846',25,7,1,0,2,3,Sieg
37,'1. FC Heidenheim 1846',24,8,2,0,3,2,Unentschieden
37,'1. FC Heidenheim 1846',23,5,2,0,3,2,Sieg
37,'1. FC Heidenheim 1846',22,5,2,0,3,2,Sieg
37,'1. FC Heidenheim 1846',21,5,0,0,4,1,Unentschieden
37,'1. FC Heidenheim 1846',20,8,0,0,5,0,Unentschieden
37,'1. FC Heidenheim 1846',19,6,0,0,4,1,Sieg
37,'1. FC Heidenheim 1846',18,5,0,0,4,1,Sieg
37,'1. FC Heidenheim 1846',17,2,0,1,3,1,Sieg
37,'1. FC Heidenheim 1846',16,3,1,1,2,2,Sieg
37,'1. FC Heidenheim 1846',15,2,3,1,2,2,Sieg
37,'1. FC Heidenheim 1846',14,4,5,1,3,1,Unentschieden
37,'1. FC Heidenheim 1846',13,4,5,1,3,1,Sieg
37,'1. FC Heidenheim 1846',12,5,3,0,4,1,Unentschieden
37,'1. FC Heidenheim 1846',11,5,1,0,5,0,Unentschieden
37,'1. FC Heidenheim 1846',10,6,2,1,4,0,Sieg
37,'1. FC Heidenheim 1846',9,7,2,1,4,0,Sieg
37,'1. FC Heidenheim 1846',8,5,3,1,4,0,Sieg
37,'1. FC Heidenheim 1846',7,6,1,1,3,1,Sieg
37,'1. FC Heidenheim 1846',6,6,1,1,3,1,Sieg
37,'1. FC Heidenheim 1846',5,8,2,0,3,1,Niederlage
37,'1. FC Heidenheim 1846',4,5,2,0,2,1,Sieg
38,'RB Leipzig',38,7,1,0,4,1,Sieg
38,'RB Leipzig',37,5,3,0,4,1,Sieg
38,'RB Leipzig',36,6,4,0,3,2,Sieg
38,'RB Leipzig',35,8,4,0,2,3,Sieg
38,'RB Leipzig',34,6,2,0,3,2,Unentschieden
38,'RB Leipzig',33,5,2,0,3,2,Sieg
38,'RB Leipzig',32,3,2,0,3,2,Sieg
38,'RB Leipzig',31,4,1,0,4,1,Unentschieden
38,'RB Leipzig',30,5,0,0,5,0,Unentschieden
38,'RB Leipzig',29,6,0,0,5,0,Sieg
38,'RB Leipzig',28,5,0,1,4,0,Sieg
38,'RB Leipzig',27,5,0,2,3,0,Sieg
38,'RB Leipzig',26,4,2,2,3,0,Sieg
38,'RB Leipzig',25,3,3,2,2,1,Sieg
38,'RB Leipzig',24,3,4,2,2,1,Sieg
38,'RB Leipzig',23,2,2,1,3,1,Niederlage
38,'RB Leipzig',22,4,2,1,3,1,Unentschieden
38,'RB Leipzig',21,5,3,1,3,1,Sieg
38,'RB Leipzig',20,6,5,1,4,0,Unentschieden
38,'RB Leipzig',19,5,4,2,3,0,Sieg
38,'RB Leipzig',18,3,2,2,3,0,Sieg
38,'RB Leipzig',17,3,3,1,4,0,Unentschieden
38,'RB Leipzig',16,4,3,1,3,1,Sieg
38,'RB Leipzig',15,5,3,2,2,1,Sieg
38,'RB Leipzig',14,6,2,1,3,1,Niederlage
38,'RB Leipzig',13,6,5,2,2,1,Sieg
38,'RB Leipzig',12,7,6,2,2,1,Sieg
38,'RB Leipzig',11,5,5,3,2,0,Unentschieden
38,'RB Leipzig',10,6,3,2,3,0,Niederlage
38,'RB Leipzig',9,4,4,2,2,1,Sieg
38,'RB Leipzig',8,6,3,1,3,1,Niederlage
38,'RB Leipzig',7,4,3,1,2,2,Sieg
38,'RB Leipzig',6,5,2,0,3,2,Niederlage
38,'RB Leipzig',5,5,4,0,2,2,Sieg
38,'RB Leipzig',4,5,3,0,2,1,Unentschieden
39,'SV Darmstadt 98',38,3,2,1,4,0,Unentschieden
39,'SV Darmstadt 98',37,3,2,1,4,0,Sieg
39,'SV Darmstadt 98',36,3,1,1,3,1,Sieg
39,'SV Darmstadt 98',35,7,1,0,4,1,Niederlage
39,'SV Darmstadt 98',34,6,1,0,4,1,Sieg
39,'SV Darmstadt 98',33,5,1,0,4,1,Sieg
39,'SV Darmstadt 98',32,2,0,0,4,1,Sieg
39,'SV Darmstadt 98',31,3,0,0,4,1,Unentschieden
39,'SV Darmstadt 98',30,5,0,0,4,1,Sieg
39,'SV Darmstadt 98',29,5,1,0,3,2,Sieg
39,'SV Darmstadt 98',28,6,2,0,3,2,Sieg
39,'SV Darmstadt 98',27,4,3,0,2,3,Sieg
39,'SV Darmstadt 98',26,6,3,0,3,2,Unentschieden
39,'SV Darmstadt 98',25,5,3,0,3,2,Sieg
39,'SV Darmstadt 98',24,7,2,0,4,1,Unentschieden
39,'SV Darmstadt 98',23,5,1,0,3,2,Sieg
39,'SV Darmstadt 98',22,6,0,1,3,1,Unentschieden
39,'SV Darmstadt 98',21,5,2,2,2,1,Sieg
39,'SV Darmstadt 98',20,4,5,3,1,1,Sieg
39,'SV Darmstadt 98',19,2,6,3,1,1,Sieg
39,'SV Darmstadt 98',18,1,6,4,1,0,Unentschieden
39,'SV Darmstadt 98',17,5,3,3,2,0,Niederlage
39,'SV Darmstadt 98',16,5,3,2,3,0,Unentschieden
39,'SV Darmstadt 98',15,5,1,1,4,0,Niederlage
39,'SV Darmstadt 98',14,2,1,1,4,0,Sieg
39,'SV Darmstadt 98',13,8,0,0,4,1,Niederlage
39,'SV Darmstadt 98',12,11,0,0,3,2,Sieg
39,'SV Darmstadt 98',11,11,1,1,2,2,Sieg
39,'SV Darmstadt 98',10,6,2,1,2,2,Sieg
39,'SV Darmstadt 98',9,2,4,1,2,2,Sieg
39,'SV Darmstadt 98',8,2,3,2,2,1,Unentschieden
39,'SV Darmstadt 98',7,5,4,2,2,1,Unentschieden
39,'SV Darmstadt 98',6,5,4,1,2,2,Niederlage
39,'SV Darmstadt 98',5,5,5,1,1,2,Sieg
39,'SV Darmstadt 98',4,1,3,1,0,2,Sieg
40,'VfL Osnabrück',38,1,4,2,2,1,Unentschieden
40,'VfL Osnabrück',37,3,4,2,2,1,Sieg
40,'VfL Osnabrück',36,5,3,2,2,1,Niederlage
40,'VfL Osnabrück',35,9,2,1,2,2,Niederlage
40,'VfL Osnabrück',34,6,3,2,1,2,Sieg
40,'VfL Osnabrück',33,5,2,2,2,1,Unentschieden
40,'VfL Osnabrück',32,1,3,2,1,2,Sieg
40,'VfL Osnabrück',31,3,3,1,2,2,Niederlage
40,'VfL Osnabrück',30,3,3,2,2,1,Unentschieden
40,'VfL Osnabrück',29,6,2,1,3,1,Niederlage
40,'VfL Osnabrück',28,4,2,1,2,2,Sieg
40,'VfL Osnabrück',27,7,2,1,2,2,Unentschieden
40,'VfL Osnabrück',26,5,3,2,1,2,Sieg
40,'VfL Osnabrück',25,6,3,1,2,2,Niederlage
40,'VfL Osnabrück',24,2,4,1,2,2,Sieg
40,'VfL Osnabrück',23,3,4,2,2,1,Unentschieden
40,'VfL Osnabrück',22,3,3,2,3,0,Unentschieden
40,'VfL Osnabrück',21,3,3,2,3,0,Unentschieden
40,'VfL Osnabrück',20,4,3,3,2,0,Sieg
40,'VfL Osnabrück',19,3,4,4,1,0,Sieg
40,'VfL Osnabrück',18,4,4,3,1,1,Niederlage
40,'VfL Osnabrück',17,1,4,3,1,1,Sieg
40,'VfL Osnabrück',16,2,4,3,1,1,Unentschieden
40,'VfL Osnabrück',15,2,2,2,2,1,Niederlage
40,'VfL Osnabrück',14,3,4,1,3,1,Unentschieden
40,'VfL Osnabrück',13,5,5,1,3,1,Unentschieden
40,'VfL Osnabrück',12,8,6,2,2,1,Sieg
40,'VfL Osnabrück',11,8,4,1,2,2,Niederlage
40,'VfL Osnabrück',10,5,4,1,1,3,Sieg
40,'VfL Osnabrück',9,3,5,2,0,3,Sieg
40,'VfL Osnabrück',8,2,4,2,1,2,Unentschieden
40,'VfL Osnabrück',7,3,4,1,2,2,Niederlage
40,'VfL Osnabrück',6,3,2,1,3,1,Unentschieden
40,'VfL Osnabrück',5,4,2,1,3,0,Unentschieden
40,'VfL Osnabrück',4,6,0,0,3,0,Unentschieden
41,'Hansa Rostock',38,2,2,3,1,1,Unentschieden
41,'Hansa Rostock',37,3,5,3,1,1,Unentschieden
41,'Hansa Rostock',36,6,8,3,1,1,Unentschieden
41,'Hansa Rostock',35,7,10,4,0,1,Sieg
41,'Hansa Rostock',34,5,8,4,0,1,Unentschieden
41,'Hansa Rostock',33,2,5,3,1,1,Niederlage
41,'Hansa Rostock',32,0,4,4,1,0,Unentschieden
41,'Hansa Rostock',31,1,2,3,1,1,Niederlage
41,'Hansa Rostock',30,2,3,3,1,1,Unentschieden
41,'Hansa Rostock',29,3,3,2,2,1,Unentschieden
41,'Hansa Rostock',28,2,4,2,1,2,Sieg
41,'Hansa Rostock',27,4,3,2,1,2,Unentschieden
41,'Hansa Rostock',26,4,3,2,1,2,Unentschieden
41,'Hansa Rostock',25,5,6,1,2,2,Unentschieden
41,'Hansa Rostock',24,4,7,1,2,2,Sieg
41,'Hansa Rostock',23,4,6,1,3,1,Unentschieden
41,'Hansa Rostock',22,6,3,0,4,1,Niederlage
41,'Hansa Rostock',21,5,1,0,4,1,Unentschieden
41,'Hansa Rostock',20,6,2,0,4,1,Sieg
41,'Hansa Rostock',19,4,2,0,4,1,Sieg
41,'Hansa Rostock',18,5,3,1,3,1,Sieg
41,'Hansa Rostock',17,5,3,1,2,2,Sieg
41,'Hansa Rostock',16,4,4,2,2,1,Unentschieden
41,'Hansa Rostock',15,2,3,3,1,1,Sieg
41,'Hansa Rostock',14,0,4,4,0,1,Sieg
41,'Hansa Rostock',13,0,8,3,0,2,Niederlage
41,'Hansa Rostock',12,1,10,3,1,1,Unentschieden
41,'Hansa Rostock',11,2,9,3,1,1,Niederlage
41,'Hansa Rostock',10,6,5,3,1,1,Niederlage
41,'Hansa Rostock',9,5,5,2,2,1,Unentschieden
41,'Hansa Rostock',8,4,5,2,3,0,Unentschieden
41,'Hansa Rostock',7,2,4,2,3,0,Sieg
41,'Hansa Rostock',6,5,3,1,3,1,Niederlage
41,'Hansa Rostock',5,7,3,0,3,1,Unentschieden
41,'Hansa Rostock',4,5,2,0,2,1,Sieg
42,'SV Wehen Wiesbaden',38,5,2,3,2,0,Unentschieden
42,'SV Wehen Wiesbaden',37,5,4,2,2,1,Unentschieden
42,'SV Wehen Wiesbaden',36,1,4,2,2,1,Sieg
42,'SV Wehen Wiesbaden',35,1,5,2,2,1,Sieg
42,'SV Wehen Wiesbaden',34,2,2,1,3,1,Niederlage
42,'SV Wehen Wiesbaden',33,4,2,1,3,1,Unentschieden
42,'SV Wehen Wiesbaden',32,6,1,1,3,1,Unentschieden
42,'SV Wehen Wiesbaden',31,5,4,1,2,2,Sieg
42,'SV Wehen Wiesbaden',30,3,3,2,1,2,Sieg
42,'SV Wehen Wiesbaden',29,1,4,2,1,2,Sieg
42,'SV Wehen Wiesbaden',28,1,2,1,2,2,Niederlage
42,'SV Wehen Wiesbaden',27,3,3,2,2,1,Unentschieden
42,'SV Wehen Wiesbaden',26,3,2,2,3,0,Unentschieden
42,'SV Wehen Wiesbaden',25,3,4,2,3,0,Niederlage
42,'SV Wehen Wiesbaden',24,2,3,3,2,0,Sieg
