@relation spiel

@attribute Verein numeric
@attribute Name string
@attribute Spieltag numeric
@attribute letzte3Tore numeric
@attribute letzte3GTore numeric
@attribute niederlagen5 numeric
@attribute siege5 numeric
@attribute draws5 numeric
@attribute real_outcome {Sieg, Unentschieden, Niederlage}

@data
14,'1. FC Nürnberg',8,5,5,2,0,3,Unentschieden
14,'1. FC Nürnberg',7,2,3,2,0,3,Unentschieden
14,'1. FC Nürnberg',6,1,4,2,0,3,Unentschieden
14,'1. FC Nürnberg',5,2,5,2,0,2,Unentschieden
14,'1. FC Nürnberg',4,4,6,1,0,2,Unentschieden
15,'VfB Stuttgart',34,4,3,1,2,2,Niederlage
15,'VfB Stuttgart',33,4,2,1,2,2,Unentschieden
15,'VfB Stuttgart',32,6,2,2,2,1,Unentschieden
15,'VfB Stuttgart',31,5,4,2,2,1,Sieg
15,'VfB Stuttgart',30,4,5,2,2,1,Unentschieden
15,'VfB Stuttgart',29,3,5,2,1,2,Sieg
15,'VfB Stuttgart',28,2,3,2,1,2,Unentschieden
15,'VfB Stuttgart',27,4,3,2,1,2,Niederlage
15,'VfB Stuttgart',26,4,5,3,0,2,Sieg
15,'VfB Stuttgart',25,4,6,4,0,1,Unentschieden
15,'VfB Stuttgart',24,3,8,5,0,0,Unentschieden
15,'VfB Stuttgart',23,3,10,5,0,0,Niederlage
15,'VfB Stuttgart',22,3,10,5,0,0,Unentschieden
15,'VfB Stuttgart',21,3,8,5,0,0,Niederlage
15,'VfB Stuttgart',20,3,6,4,1,0,Unentschieden
15,'VfB Stuttgart',19,3,7,4,1,0,Niederlage
15,'VfB Stuttgart',18,6,7,4,1,0,Unentschieden
15,'VfB Stuttgart',17,5,8,3,2,0,Unentschieden
15,'VfB Stuttgart',16,4,7,3,2,0,Niederlage
15,'VfB Stuttgart',15,3,6,3,1,1,Sieg
15,'VfB Stuttgart',14,4,9,2,1,2,Niederlage
15,'VfB Stuttgart',13,5,8,1,1,3,Unentschieden
15,'VfB Stuttgart',12,5,10,1,1,3,Sieg
15,'VfB Stuttgart',11,5,5,0,1,4,Niederlage
15,'VfB Stuttgart',10,8,4,0,2,3,Unentschieden
15,'VfB Stuttgart',9,6,2,0,3,2,Unentschieden
15,'VfB Stuttgart',8,6,1,1,3,1,Unentschieden
15,'VfB Stuttgart',7,8,3,2,2,1,Sieg
15,'VfB Stuttgart',6,8,4,3,2,0,Unentschieden
15,'VfB Stuttgart',5,7,5,3,1,0,Sieg
15,'VfB Stuttgart',4,3,6,3,0,0,Sieg
16,'Hamburger SV',34,3,10,4,1,0,Niederlage
16,'Hamburger SV',33,3,8,4,1,0,Unentschieden
16,'Hamburger SV',32,4,6,3,1,1,Niederlage
16,'Hamburger SV',31,4,6,3,1,1,Unentschieden
16,'Hamburger SV',30,4,5,2,2,1,Niederlage
16,'Hamburger SV',29,2,5,2,1,2,Sieg
16,'Hamburger SV',28,3,3,2,1,2,Niederlage
16,'Hamburger SV',27,3,3,2,2,1,Unentschieden
16,'Hamburger SV',26,3,3,2,2,1,Niederlage
16,'Hamburger SV',25,4,2,3,1,1,Sieg
16,'Hamburger SV',24,5,5,4,1,0,Unentschieden
16,'Hamburger SV',23,5,7,4,1,0,Niederlage
16,'Hamburger SV',22,2,10,5,0,0,Sieg
16,'Hamburger SV',21,0,9,5,0,0,Niederlage
16,'Hamburger SV',20,2,9,5,0,0,Unentschieden
16,'Hamburger SV',19,3,9,4,0,1,Niederlage
16,'Hamburger SV',18,3,7,3,1,1,Unentschieden
16,'Hamburger SV',17,2,5,3,1,1,Unentschieden
16,'Hamburger SV',16,4,3,3,1,1,Niederlage
16,'Hamburger SV',15,7,7,2,2,1,Unentschieden
16,'Hamburger SV',14,6,8,2,2,1,Unentschieden
16,'Hamburger SV',13,6,7,2,2,1,Sieg
16,'Hamburger SV',12,6,5,1,2,2,Niederlage
16,'Hamburger SV',11,11,3,1,2,2,Unentschieden
16,'Hamburger SV',10,10,5,2,1,2,Sieg
16,'Hamburger SV',9,7,4,2,2,1,Unentschieden
16,'Hamburger SV',8,4,10,3,1,1,Sieg
16,'Hamburger SV',7,6,8,4,1,0,Unentschieden
16,'Hamburger SV',6,6,7,3,1,1,Unentschieden
16,'Hamburger SV',5,5,6,2,1,1,Niederlage
16,'Hamburger SV',4,4,9,2,0,1,Sieg
17,'SC Freiburg',34,6,6,2,2,1,Niederlage
17,'SC Freiburg',33,8,4,1,3,1,Unentschieden
17,'SC Freiburg',32,6,4,1,3,1,Unentschieden
17,'SC Freiburg',31,5,4,1,3,1,Sieg
17,'SC Freiburg',30,4,5,1,3,1,Sieg
17,'SC Freiburg',29,7,4,1,3,1,Niederlage
17,'SC Freiburg',28,8,3,1,2,2,Sieg
17,'SC Freiburg',27,7,3,2,2,1,Unentschieden
17,'SC Freiburg',26,4,2,3,1,1,Sieg
17,'SC Freiburg',25,2,5,3,0,2,Sieg
17,'SC Freiburg',24,2,8,3,0,2,Unentschieden
17,'SC Freiburg',23,3,9,3,1,1,Unentschieden
17,'SC Freiburg',22,1,7,2,2,1,Unentschieden
17,'SC Freiburg',21,4,5,2,2,1,Niederlage
17,'SC Freiburg',20,5,5,3,2,0,Unentschieden
17,'SC Freiburg',19,5,5,3,2,0,Niederlage
17,'SC Freiburg',18,2,6,3,2,0,Sieg
17,'SC Freiburg',17,0,6,4,1,0,Sieg
17,'SC Freiburg',16,1,4,3,2,0,Niederlage
17,'SC Freiburg',15,2,4,3,2,0,Unentschieden
17,'SC Freiburg',14,5,3,2,2,1,Niederlage
17,'SC Freiburg',13,4,6,2,1,2,Sieg
17,'SC Freiburg',12,3,3,2,1,2,Unentschieden
17,'SC Freiburg',11,1,4,2,0,3,Sieg
17,'SC Freiburg',10,1,6,2,0,3,Unentschieden
17,'SC Freiburg',9,2,7,2,0,3,Unentschieden
17,'SC Freiburg',8,2,8,2,0,3,Unentschieden
17,'SC Freiburg',7,3,4,2,0,3,Niederlage
17,'SC Freiburg',6,5,6,3,0,2,Unentschieden
17,'SC Freiburg',5,5,6,2,0,2,Niederlage
17,'SC Freiburg',4,5,8,2,0,1,Unentschieden
18,'Eintracht Braunschweig',34,0,5,4,1,0,Niederlage
18,'Eintracht Braunschweig',33,0,6,3,1,1,Unentschieden
18,'Eintracht Braunschweig',32,3,4,2,2,1,Niederlage
18,'Eintracht Braunschweig',31,4,3,2,2,1,Unentschieden
18,'Eintracht Braunschweig',30,7,2,1,2,2,Niederlage
18,'Eintracht Braunschweig',29,5,5,1,1,3,Sieg
18,'Eintracht Braunschweig',28,5,5,1,1,3,Unentschieden
18,'Eintracht Braunschweig',27,4,6,2,0,3,Sieg
18,'Eintracht Braunschweig',26,4,4,1,1,3,Niederlage
18,'Eintracht Braunschweig',25,4,5,2,1,2,Unentschieden
18,'Eintracht Braunschweig',24,6,5,3,1,1,Unentschieden
18,'Eintracht Braunschweig',23,5,7,3,1,1,Unentschieden
18,'Eintracht Braunschweig',22,5,7,2,2,1,Niederlage
18,'Eintracht Braunschweig',21,1,5,3,1,1,Sieg
18,'Eintracht Braunschweig',20,2,2,3,1,1,Niederlage
18,'Eintracht Braunschweig',19,2,4,3,1,1,Unentschieden
18,'Eintracht Braunschweig',18,2,6,4,1,0,Unentschieden
18,'Eintracht Braunschweig',17,1,8,4,0,1,Sieg
18,'Eintracht Braunschweig',16,0,5,3,1,1,Niederlage
18,'Eintracht Braunschweig',15,0,3,3,1,1,Unentschieden
18,'Eintracht Braunschweig',14,1,1,3,1,1,Niederlage
18,'Eintracht Braunschweig',13,1,2,2,2,1,Unentschieden
18,'Eintracht Braunschweig',12,3,5,3,2,0,Unentschieden
18,'Eintracht Braunschweig',11,4,5,4,1,0,Sieg
18,'Eintracht Braunschweig',10,4,7,3,1,1,Niederlage
18,'Eintracht Braunschweig',9,3,8,3,1,1,Unentschieden
18,'Eintracht Braunschweig',8,2,9,4,0,1,Sieg
18,'Eintracht Braunschweig',7,2,9,4,0,1,Unentschieden
18,'Eintracht Braunschweig',6,1,7,4,0,1,Niederlage
18,'Eintracht Braunschweig',5,1,8,4,0,0,Unentschieden
18,'Eintracht Braunschweig',4,1,5,3,0,0,Niederlage
19,'1. FC Köln',34,8,2,0,4,1,Niederlage
19,'1. FC Köln',33,6,3,0,4,1,Sieg
19,'1. FC Köln',32,7,2,0,5,0,Unentschieden
19,'1. FC Köln',31,5,1,0,4,1,Sieg
19,'1. FC Köln',30,5,0,0,3,2,Sieg
19,'1. FC Köln',29,3,0,0,3,2,Sieg
19,'1. FC Köln',28,2,0,0,2,3,Sieg
19,'1. FC Köln',27,2,1,0,1,4,Sieg
19,'1. FC Köln',26,4,3,0,2,3,Unentschieden
19,'1. FC Köln',25,5,4,1,2,2,Unentschieden
19,'1. FC Köln',24,4,3,1,2,2,Sieg
19,'1. FC Köln',23,2,2,1,3,1,Unentschieden
19,'1. FC Köln',22,4,3,1,4,0,Unentschieden
19,'1. FC Köln',21,6,4,1,4,0,Sieg
19,'1. FC Köln',20,8,3,1,4,0,Unentschieden
19,'1. FC Köln',19,8,1,2,3,0,Sieg
19,'1. FC Köln',18,5,1,2,3,0,Sieg
19,'1. FC Köln',17,3,2,2,3,0,Sieg
19,'1. FC Köln',16,4,2,2,2,1,Sieg
19,'1. FC Köln',15,5,1,1,3,1,Unentschieden
19,'1. FC Köln',14,5,0,0,4,1,Niederlage
19,'1. FC Köln',13,3,1,0,3,2,Sieg
19,'1. FC Köln',12,3,1,0,3,2,Sieg
19,'1. FC Köln',11,3,1,0,4,1,Unentschieden
19,'1. FC Köln',10,5,0,0,3,2,Sieg
19,'1. FC Köln',9,8,1,0,3,2,Sieg
19,'1. FC Köln',8,8,1,0,3,2,Unentschieden
19,'1. FC Köln',7,6,1,0,2,3,Sieg
19,'1. FC Köln',6,3,1,0,1,4,Sieg
19,'1. FC Köln',5,4,2,0,1,3,Unentschieden
19,'1. FC Köln',4,3,3,0,0,3,Sieg
20,'SpVgg Greuther Fürth',34,9,4,1,2,2,Sieg
20,'SpVgg Greuther Fürth',33,5,5,1,1,3,Sieg
20,'SpVgg Greuther Fürth',32,4,3,0,2,3,Unentschieden
20,'SpVgg Greuther Fürth',31,4,3,0,2,3,Unentschieden
20,'SpVgg Greuther Fürth',30,6,3,0,1,4,Sieg
20,'SpVgg Greuther Fürth',29,7,4,0,2,3,Unentschieden
20,'SpVgg Greuther Fürth',28,6,3,0,3,2,Unentschieden
20,'SpVgg Greuther Fürth',27,4,2,0,2,3,Sieg
20,'SpVgg Greuther Fürth',26,6,3,0,2,3,Unentschieden
20,'SpVgg Greuther Fürth',25,6,3,1,2,2,Unentschieden
20,'SpVgg Greuther Fürth',24,5,4,1,2,2,Sieg
20,'SpVgg Greuther Fürth',23,3,4,2,1,2,Sieg
20,'SpVgg Greuther Fürth',22,3,3,2,2,1,Unentschieden
20,'SpVgg Greuther Fürth',21,3,6,2,3,0,Unentschieden
20,'SpVgg Greuther Fürth',20,5,5,2,3,0,Niederlage
20,'SpVgg Greuther Fürth',19,5,5,2,3,0,Sieg
20,'SpVgg Greuther Fürth',18,4,2,1,4,0,Niederlage
20,'SpVgg Greuther Fürth',17,4,1,2,3,0,Sieg
20,'SpVgg Greuther Fürth',16,9,3,3,2,0,Sieg
20,'SpVgg Greuther Fürth',15,9,3,3,2,0,Niederlage
20,'SpVgg Greuther Fürth',14,8,7,3,2,0,Sieg
20,'SpVgg Greuther Fürth',13,3,7,3,2,0,Sieg
20,'SpVgg Greuther Fürth',12,7,6,3,2,0,Unentschieden
20,'SpVgg Greuther Fürth',11,9,4,2,2,1,Unentschieden
20,'SpVgg Greuther Fürth',10,8,4,1,2,2,Niederlage
20,'SpVgg Greuther Fürth',9,5,5,1,2,2,Sieg
20,'SpVgg Greuther Fürth',8,1,3,1,2,2,Sieg
20,'SpVgg Greuther Fürth',7,3,2,0,3,2,Unentschieden
20,'SpVgg Greuther Fürth',6,4,2,0,4,1,Unentschieden
20,'SpVgg Greuther Fürth',5,6,2,0,4,0,Unentschieden
20,'SpVgg Greuther Fürth',4,6,1,0,3,0,Sieg
21,'SC Paderborn 07',34,6,2,1,3,1,Sieg
21,'SC Paderborn 07',33,6,3,1,3,1,Sieg
21,'SC Paderborn 07',32,5,5,1,3,1,Sieg
21,'SC Paderborn 07',31,6,4,1,3,1,Unentschieden
21,'SC Paderborn 07',30,7,3,1,3,1,Sieg
21,'SC Paderborn 07',29,7,2,1,3,1,Unentschieden
21,'SC Paderborn 07',28,6,2,1,3,1,Sieg
21,'SC Paderborn 07',27,3,6,1,2,2,Sieg
21,'SC Paderborn 07',26,6,6,1,3,1,Unentschieden
21,'SC Paderborn 07',25,6,7,1,3,1,Sieg
21,'SC Paderborn 07',24,10,3,0,4,1,Niederlage
21,'SC Paderborn 07',23,7,2,0,4,1,Sieg
21,'SC Paderborn 07',22,6,0,0,5,0,Unentschieden
21,'SC Paderborn 07',21,3,0,0,4,1,Sieg
21,'SC Paderborn 07',20,6,2,1,3,1,Sieg
21,'SC Paderborn 07',19,6,3,2,2,1,Sieg
21,'SC Paderborn 07',18,7,6,2,1,2,Sieg
21,'SC Paderborn 07',17,3,7,2,1,2,Sieg
21,'SC Paderborn 07',16,3,7,2,2,1,Unentschieden
21,'SC Paderborn 07',15,7,5,1,3,1,Niederlage
21,'SC Paderborn 07',14,11,4,1,3,1,Niederlage
21,'SC Paderborn 07',13,12,4,1,3,1,Unentschieden
21,'SC Paderborn 07',12,6,6,1,3,1,Sieg
21,'SC Paderborn 07',11,4,6,2,2,1,Sieg
21,'SC Paderborn 07',10,3,5,2,2,1,Sieg
21,'SC Paderborn 07',9,5,6,1,2,2,Unentschieden
21,'SC Paderborn 07',8,4,4,1,2,2,Unentschieden
21,'SC Paderborn 07',7,6,7,2,1,2,Sieg
21,'SC Paderborn 07',6,5,4,2,1,2,Niederlage
21,'SC Paderborn 07',5,4,8,2,0,2,Sieg
21,'SC Paderborn 07',4,1,6,2,0,1,Unentschieden
22,'Karlsruher SC',34,7,6,0,2,3,Niederlage
22,'Karlsruher SC',33,5,4,0,2,3,Unentschieden
22,'Karlsruher SC',32,6,2,1,2,2,Unentschieden
22,'Karlsruher SC',31,5,2,1,1,3,Sieg
22,'Karlsruher SC',30,5,4,2,1,2,Unentschieden
22,'Karlsruher SC',29,3,5,2,1,2,Sieg
22,'Karlsruher SC',28,1,4,3,1,1,Unentschieden
22,'Karlsruher SC',27,5,2,2,2,1,Niederlage
22,'Karlsruher SC',26,4,2,2,2,1,Unentschieden
22,'Karlsruher SC',25,6,2,1,2,2,Niederlage
22,'Karlsruher SC',24,3,3,1,2,2,Sieg
22,'Karlsruher SC',23,4,3,0,2,3,Niederlage
22,'Karlsruher SC',22,4,2,0,1,4,Sieg
22,'Karlsruher SC',21,6,4,0,2,3,Unentschieden
22,'Karlsruher SC',20,5,3,0,3,2,Unentschieden
22,'Karlsruher SC',19,5,3,0,2,3,Sieg
22,'Karlsruher SC',18,5,0,0,3,2,Unentschieden
22,'Karlsruher SC',17,5,0,0,4,1,Unentschieden
22,'Karlsruher SC',16,6,1,0,3,2,Sieg
22,'Karlsruher SC',15,5,2,1,2,2,Sieg
22,'Karlsruher SC',14,7,4,2,2,1,Unentschieden
22,'Karlsruher SC',13,5,5,2,2,1,Sieg
22,'Karlsruher SC',12,3,7,3,1,1,Sieg
22,'Karlsruher SC',11,3,5,3,1,1,Unentschieden
22,'Karlsruher SC',10,2,4,2,1,2,Unentschieden
22,'Karlsruher SC',9,3,2,2,1,2,Niederlage
22,'Karlsruher SC',8,2,3,2,1,2,Sieg
22,'Karlsruher SC',7,3,4,1,1,3,Niederlage
22,'Karlsruher SC',6,4,3,1,2,2,Unentschieden
22,'Karlsruher SC',5,3,2,1,2,1,Unentschieden
22,'Karlsruher SC',4,3,0,0,2,1,Unentschieden
23,'1. FC Union Berlin',34,3,7,4,0,1,Unentschieden
23,'1. FC Union Berlin',33,4,6,3,1,1,Niederlage
23,'1. FC Union Berlin',32,5,8,4,1,0,Unentschieden
23,'1. FC Union Berlin',31,5,5,3,1,1,Niederlage
23,'1. FC Union Berlin',30,5,5,2,1,2,Unentschieden
23,'1. FC Union Berlin',29,4,3,1,1,3,Niederlage
23,'1. FC Union Berlin',28,3,4,2,0,3,Sieg
23,'1. FC Union Berlin',27,3,3,1,1,3,Niederlage
23,'1. FC Union Berlin',26,3,4,1,1,3,Unentschieden
23,'1. FC Union Berlin',25,4,3,1,1,3,Unentschieden
23,'1. FC Union Berlin',24,4,3,1,2,2,Unentschieden
23,'1. FC Union Berlin',23,3,1,0,3,2,Niederlage
23,'1. FC Union Berlin',22,5,3,1,2,2,Sieg
23,'1. FC Union Berlin',21,8,2,2,2,1,Unentschieden
23,'1. FC Union Berlin',20,9,4,3,2,0,Unentschieden
23,'1. FC Union Berlin',19,6,5,3,1,1,Sieg
23,'1. FC Union Berlin',18,2,8,4,0,1,Sieg
23,'1. FC Union Berlin',17,1,6,3,1,1,Niederlage
23,'1. FC Union Berlin',16,0,7,2,1,2,Unentschieden
23,'1. FC Union Berlin',15,1,4,1,2,2,Niederlage
23,'1. FC Union Berlin',14,1,4,1,3,1,Unentschieden
23,'1. FC Union Berlin',13,4,0,1,3,1,Niederlage
23,'1. FC Union Berlin',12,6,0,1,3,1,Sieg
23,'1. FC Union Berlin',11,8,4,1,4,0,Unentschieden
23,'1. FC Union Berlin',10,6,4,1,3,1,Sieg
23,'1. FC Union Berlin',9,6,6,1,3,1,Sieg
23,'1. FC Union Berlin',8,5,3,0,4,1,Unentschieden
23,'1. FC Union Berlin',7,6,4,0,3,2,Sieg
23,'1. FC Union Berlin',6,6,3,1,2,2,Sieg
23,'1. FC Union Berlin',5,6,3,1,2,1,Unentschieden
23,'1. FC Union Berlin',4,5,4,1,1,1,Sieg
24,'FC St. Pauli',34,1,8,3,1,1,Unentschieden
24,'FC St. Pauli',33,3,7,2,1,2,Niederlage
24,'FC St. Pauli',32,6,6,2,1,2,Unentschieden
24,'FC St. Pauli',31,7,7,2,1,2,Unentschieden
24,'FC St. Pauli',30,5,7,1,2,2,Unentschieden
24,'FC St. Pauli',29,2,5,2,1,2,Sieg
24,'FC St. Pauli',28,2,3,2,2,1,Unentschieden
24,'FC St. Pauli',27,2,1,1,3,1,Niederlage
24,'FC St. Pauli',26,4,2,2,3,0,Unentschieden
24,'FC St. Pauli',25,4,3,2,2,1,Sieg
24,'FC St. Pauli',24,4,3,2,2,1,Niederlage
24,'FC St. Pauli',23,4,4,2,2,1,Sieg
24,'FC St. Pauli',22,2,5,2,2,1,Sieg
24,'FC St. Pauli',21,4,4,2,2,1,Unentschieden
24,'FC St. Pauli',20,4,2,2,3,0,Unentschieden
24,'FC St. Pauli',19,4,3,1,4,0,Unentschieden
24,'FC St. Pauli',18,3,3,2,3,0,Sieg
24,'FC St. Pauli',17,4,3,2,2,1,Sieg
24,'FC St. Pauli',16,5,4,1,3,1,Unentschieden
24,'FC St. Pauli',15,4,4,2,2,1,Sieg
24,'FC St. Pauli',14,5,6,2,2,1,Sieg
24,'FC St. Pauli',13,5,4,1,2,2,Niederlage
24,'FC St. Pauli',12,7,5,1,3,1,Unentschieden
24,'FC St. Pauli',11,4,4,2,2,1,Sieg
24,'FC St. Pauli',10,5,3,1,3,1,Unentschieden
24,'FC St. Pauli',9,5,5,1,2,2,Sieg
24,'FC St. Pauli',8,6,5,2,2,1,Unentschieden
24,'FC St. Pauli',7,6,6,2,1,2,Sieg
24,'FC St. Pauli',6,4,4,1,2,2,Niederlage
24,'FC St. Pauli',5,2,3,1,1,2,Sieg
24,'FC St. Pauli',4,1,1,1,1,1,Unentschieden
25,'1. FC Kaiserslautern',34,8,3,0,3,2,Niederlage
25,'1. FC Kaiserslautern',33,7,5,0,2,3,Sieg
25,'1. FC Kaiserslautern',32,7,5,0,2,3,Unentschieden
25,'1. FC Kaiserslautern',31,6,5,0,2,3,Sieg
25,'1. FC Kaiserslautern',30,4,4,0,1,4,Sieg
25,'1. FC Kaiserslautern',29,4,3,0,2,3,Unentschieden
25,'1. FC Kaiserslautern',28,2,1,1,2,2,Unentschieden
25,'1. FC Kaiserslautern',27,3,1,2,2,1,Unentschieden
25,'1. FC Kaiserslautern',26,2,2,3,1,1,Sieg
25,'1. FC Kaiserslautern',25,3,4,3,2,0,Unentschieden
25,'1. FC Kaiserslautern',24,1,4,3,2,0,Sieg
25,'1. FC Kaiserslautern',23,3,4,3,2,0,Niederlage
25,'1. FC Kaiserslautern',22,4,3,3,2,0,Unentschieden
25,'1. FC Kaiserslautern',21,4,3,3,2,0,Niederlage
25,'1. FC Kaiserslautern',20,2,3,3,2,0,Sieg
25,'1. FC Kaiserslautern',19,2,5,3,2,0,Sieg
25,'1. FC Kaiserslautern',18,5,4,2,3,0,Unentschieden
25,'1. FC Kaiserslautern',17,9,3,1,3,1,Unentschieden
25,'1. FC Kaiserslautern',16,11,1,0,3,2,Niederlage
25,'1. FC Kaiserslautern',15,8,1,0,3,2,Sieg
25,'1. FC Kaiserslautern',14,6,3,0,3,2,Sieg
25,'1. FC Kaiserslautern',13,5,2,0,2,3,Sieg
25,'1. FC Kaiserslautern',12,8,2,1,2,2,Unentschieden
25,'1. FC Kaiserslautern',11,6,0,1,2,2,Unentschieden
25,'1. FC Kaiserslautern',10,3,1,2,1,2,Sieg
25,'1. FC Kaiserslautern',9,2,3,2,1,2,Sieg
25,'1. FC Kaiserslautern',8,2,7,3,1,1,Unentschieden
25,'1. FC Kaiserslautern',7,4,7,2,2,1,Niederlage
25,'1. FC Kaiserslautern',6,3,7,2,3,0,Unentschieden
25,'1. FC Kaiserslautern',5,6,4,1,3,0,Niederlage
25,'1. FC Kaiserslautern',4,5,3,1,2,0,Sieg
26,'VfR Aalen',34,6,0,1,3,1,Niederlage
26,'VfR Aalen',33,4,3,1,2,2,Sieg
26,'VfR Aalen',32,3,4,1,1,3,Sieg
26,'VfR Aalen',31,3,4,1,1,3,Unentschieden
26,'VfR Aalen',30,3,2,1,1,3,Niederlage
26,'VfR Aalen',29,1,1,2,0,3,Sieg
26,'VfR Aalen',28,1,3,2,1,2,Unentschieden
26,'VfR Aalen',27,0,6,2,2,1,Unentschieden
26,'VfR Aalen',26,1,6,2,2,1,Unentschieden
26,'VfR Aalen',25,3,5,1,2,2,Unentschieden
26,'VfR Aalen',24,5,3,1,2,2,Niederlage
26,'VfR Aalen',23,6,5,1,1,3,Sieg
26,'VfR Aalen',22,4,5,2,0,3,Sieg
26,'VfR Aalen',21,2,3,2,1,2,Unentschieden
26,'VfR Aalen',20,2,5,3,1,1,Unentschieden
26,'VfR Aalen',19,5,5,3,1,1,Niederlage
26,'VfR Aalen',18,5,6,3,2,0,Unentschieden
26,'VfR Aalen',17,3,4,2,2,1,Unentschieden
26,'VfR Aalen',16,1,3,2,2,1,Sieg
26,'VfR Aalen',15,1,2,2,2,1,Unentschieden
26,'VfR Aalen',14,4,0,2,2,1,Niederlage
26,'VfR Aalen',13,3,2,2,2,1,Sieg
26,'VfR Aalen',12,3,3,2,2,1,Unentschieden
26,'VfR Aalen',11,2,4,2,1,2,Sieg
26,'VfR Aalen',10,2,2,1,2,2,Niederlage
26,'VfR Aalen',9,3,2,1,2,2,Unentschieden
26,'VfR Aalen',8,5,1,1,2,2,Sieg
26,'VfR Aalen',7,6,6,2,2,1,Unentschieden
26,'VfR Aalen',6,6,5,2,2,1,Unentschieden
26,'VfR Aalen',5,2,7,2,1,1,Sieg
26,'VfR Aalen',4,1,2,1,1,1,Niederlage
27,'SV 1916 Sandhausen',34,0,7,4,1,0,Niederlage
27,'SV 1916 Sandhausen',33,3,5,3,1,1,Unentschieden
27,'SV 1916 Sandhausen',32,5,6,2,2,1,Niederlage
27,'SV 1916 Sandhausen',31,5,3,1,3,1,Unentschieden
27,'SV 1916 Sandhausen',30,4,4,1,3,1,Sieg
27,'SV 1916 Sandhausen',29,3,1,1,3,1,Unentschieden
27,'SV 1916 Sandhausen',28,4,1,1,3,1,Unentschieden
27,'SV 1916 Sandhausen',27,3,2,2,2,1,Sieg
27,'SV 1916 Sandhausen',26,2,2,3,1,1,Sieg
27,'SV 1916 Sandhausen',25,2,4,3,1,1,Sieg
27,'SV 1916 Sandhausen',24,1,3,2,2,1,Niederlage
27,'SV 1916 Sandhausen',23,2,3,2,2,1,Unentschieden
27,'SV 1916 Sandhausen',22,2,1,2,2,1,Niederlage
27,'SV 1916 Sandhausen',21,2,0,1,3,1,Unentschieden
27,'SV 1916 Sandhausen',20,2,3,1,3,1,Sieg
27,'SV 1916 Sandhausen',19,3,3,2,2,1,Sieg
27,'SV 1916 Sandhausen',18,6,5,2,3,0,Unentschieden
27,'SV 1916 Sandhausen',17,5,3,1,3,1,Unentschieden
27,'SV 1916 Sandhausen',16,5,3,1,2,2,Sieg
27,'SV 1916 Sandhausen',15,2,1,2,1,2,Sieg
27,'SV 1916 Sandhausen',14,2,0,1,2,2,Niederlage
27,'SV 1916 Sandhausen',13,0,3,2,1,2,Sieg
27,'SV 1916 Sandhausen',12,1,3,2,2,1,Unentschieden
27,'SV 1916 Sandhausen',11,2,5,2,3,0,Unentschieden
27,'SV 1916 Sandhausen',10,3,2,1,3,1,Niederlage
27,'SV 1916 Sandhausen',9,4,2,2,2,1,Sieg
27,'SV 1916 Sandhausen',8,4,1,1,2,2,Niederlage
27,'SV 1916 Sandhausen',7,3,3,2,1,2,Sieg
27,'SV 1916 Sandhausen',6,3,5,2,0,3,Sieg
27,'SV 1916 Sandhausen',5,2,5,2,0,2,Unentschieden
27,'SV 1916 Sandhausen',4,2,3,1,0,2,Niederlage
28,'TSV 1860 München',34,6,2,2,3,0,Unentschieden
28,'TSV 1860 München',33,6,6,3,2,0,Sieg
28,'TSV 1860 München',32,4,8,3,2,0,Sieg
28,'TSV 1860 München',31,2,8,4,1,0,Sieg
28,'TSV 1860 München',30,2,5,3,1,1,Niederlage
28,'TSV 1860 München',29,2,3,2,2,1,Unentschieden
28,'TSV 1860 München',28,4,4,1,2,2,Unentschieden
28,'TSV 1860 München',27,6,3,1,1,3,Sieg
28,'TSV 1860 München',26,6,2,1,1,3,Unentschieden
28,'TSV 1860 München',25,6,2,1,1,3,Unentschieden
28,'TSV 1860 München',24,2,4,1,0,4,Sieg
28,'TSV 1860 München',23,3,5,2,0,3,Unentschieden
28,'TSV 1860 München',22,3,5,2,1,2,Unentschieden
28,'TSV 1860 München',21,3,5,1,2,2,Niederlage
28,'TSV 1860 München',20,4,5,1,3,1,Unentschieden
28,'TSV 1860 München',19,4,4,1,4,0,Unentschieden
28,'TSV 1860 München',18,5,2,1,4,0,Unentschieden
28,'TSV 1860 München',17,4,1,2,3,0,Sieg
28,'TSV 1860 München',16,3,3,2,2,1,Sieg
28,'TSV 1860 München',15,3,5,2,1,2,Sieg
28,'TSV 1860 München',14,2,5,3,0,2,Sieg
28,'TSV 1860 München',13,1,2,2,1,2,Unentschieden
28,'TSV 1860 München',12,0,3,1,1,3,Niederlage
28,'TSV 1860 München',11,3,4,2,1,2,Unentschieden
28,'TSV 1860 München',10,3,4,3,1,1,Unentschieden
28,'TSV 1860 München',9,3,3,2,2,1,Niederlage
28,'TSV 1860 München',8,0,3,2,2,1,Sieg
28,'TSV 1860 München',7,1,3,2,3,0,Unentschieden
28,'TSV 1860 München',6,3,2,2,3,0,Unentschieden
28,'TSV 1860 München',5,5,2,1,3,0,Niederlage
28,'TSV 1860 München',4,4,3,1,2,0,Sieg
29,'Fortuna Düsseldorf',34,9,2,0,4,1,Sieg
29,'Fortuna Düsseldorf',33,10,1,0,4,1,Unentschieden
29,'Fortuna Düsseldorf',32,8,2,1,3,1,Sieg
29,'Fortuna Düsseldorf',31,5,2,1,2,2,Sieg
